Step,AgentID,Wealth,Position
9,4,11.610000000000001,"(33, 20)"
9,5,17.9123589,"(33, 14)"
9,6,10.8,"(31, 15)"
9,7,17.9123589,"(12, 35)"
9,8,11.700000000000001,"(10, 37)"
9,9,17.9123589,"(11, 36)"
10,0,18.390655800000005,"(30, 15)"
10,1,18.390655800000005,"(10, 38)"
10,2,18.82112301,"(35, 11)"
10,4,13.149000000000001,"(33, 18)"
10,5,18.82112301,"(30, 16)"
10,6,12.420000000000002,"(31, 18)"
10,7,18.82112301,"(14, 38)"
10,8,13.23,"(7, 34)"
10,9,18.82112301,"(10, 36)"
11,0,19.251590220000004,"(32, 15)"
11,1,19.251590220000004,"(13, 35)"
11,2,19.639010709,"(37, 14)"
11,4,14.5341,"(34, 17)"
11,5,19.639010709,"(31, 14)"
11,6,13.878000000000002,"(29, 16)"
11,7,19.639010709,"(14, 35)"
11,8,14.607000000000001,"(5, 37)"
11,9,19.639010709,"(9, 34)"
12,0,20.026431198000004,"(31, 12)"
12,1,20.026431198000004,"(15, 38)"
12,2,20.3751096381,"(34, 12)"
12,4,15.780690000000002,"(34, 19)"
12,5,20.3751096381,"(31, 16)"
12,6,15.1902,"(29, 14)"
12,7,20.3751096381,"(14, 36)"
12,8,15.8463,"(5, 39)"
12,9,20.3751096381,"(9, 35)"
13,0,20.723788078200005,"(32, 10)"
13,1,20.723788078200005,"(15, 35)"
13,2,21.03759867429,"(32, 13)"
13,4,16.902621,"(35, 16)"
13,5,21.03759867429,"(30, 14)"
13,6,16.371180000000003,"(32, 16)"
13,7,21.03759867429,"(11, 36)"
13,8,16.96167,"(6, 39)"
13,9,21.03759867429,"(7, 37)"
14,0,21.351409270380007,"(35, 12)"
14,1,21.351409270380007,"(16, 38)"
14,2,21.633838806861,"(35, 14)"
14,4,17.9123589,"(37, 19)"
14,5,21.633838806861,"(30, 12)"
14,6,17.434062000000004,"(29, 13)"
14,7,21.633838806861,"(8, 36)"
14,8,17.965503000000002,"(9, 41)"
14,9,21.633838806861,"(9, 40)"
15,0,21.916268343342008,"(37, 11)"
15,1,21.916268343342008,"(13, 41)"
15,2,22.1704549261749,"(38, 13)"
15,4,18.82112301,"(35, 19)"
15,5,22.1704549261749,"(33, 9)"
15,6,18.390655800000005,"(32, 14)"
15,7,22.1704549261749,"(9, 34)"
15,8,18.8689527,"(10, 38)"
15,9,22.1704549261749,"(11, 41)"
16,0,22.424641509007806,"(39, 14)"
16,1,22.424641509007806,"(14, 40)"
16,2,22.65340943355741,"(36, 12)"
16,4,19.639010709,"(38, 17)"
16,5,22.65340943355741,"(31, 11)"
16,6,19.251590220000004,"(33, 11)"
16,7,22.65340943355741,"(9, 37)"
16,8,19.68205743,"(13, 40)"
16,9,22.65340943355741,"(11, 42)"
17,0,22.882177358107025,"(37, 16)"
17,1,22.882177358107025,"(13, 39)"
17,2,23.08806849020167,"(38, 12)"
17,4,20.3751096381,"(35, 20)"
17,5,23.08806849020167,"(30, 11)"
17,6,20.026431198000004,"(36, 14)"
17,7,23.08806849020167,"(11, 38)"
17,8,20.413851687,"(12, 39)"
17,9,23.08806849020167,"(14, 43)"
18,0,23.293959622296324,"(35, 13)"
18,1,23.293959622296324,"(16, 37)"
18,2,23.479261641181505,"(39, 13)"
18,4,21.03759867429,"(33, 19)"
18,5,23.479261641181505,"(30, 14)"
18,6,20.723788078200005,"(35, 12)"
18,7,23.479261641181505,"(8, 37)"
18,8,21.0724665183,"(15, 41)"
18,9,23.479261641181505,"(12, 41)"
19,0,23.66456366006669,"(35, 16)"
19,1,23.66456366006669,"(15, 39)"
19,2,23.831335477063355,"(36, 13)"
19,4,21.633838806861,"(32, 19)"
19,5,23.831335477063355,"(33, 13)"
19,6,21.351409270380007,"(36, 11)"
19,7,23.831335477063355,"(7, 38)"
19,8,21.66521986647,"(12, 44)"
19,9,23.831335477063355,"(12, 42)"
20,0,23.998107294060024,"(38, 14)"
20,1,23.998107294060024,"(15, 42)"
20,2,24.148201929357022,"(35, 11)"
20,4,22.1704549261749,"(30, 17)"
20,5,24.148201929357022,"(32, 16)"
20,6,21.916268343342008,"(36, 9)"
20,7,24.148201929357022,"(10, 40)"
20,8,22.198697879823,"(10, 41)"
20,9,24.148201929357022,"(10, 44)"
21,0,24.29829656465402,"(39, 11)"
21,1,24.29829656465402,"(13, 40)"
21,2,24.43338173642132,"(32, 13)"
21,4,22.65340943355741,"(33, 20)"
21,5,24.43338173642132,"(33, 15)"
21,6,22.424641509007806,"(33, 9)"
21,7,24.43338173642132,"(13, 38)"
21,8,22.678828091840703,"(10, 42)"
21,9,24.43338173642132,"(9, 44)"
22,0,24.56846690818862,"(37, 11)"
22,1,24.56846690818862,"(11, 43)"
22,2,24.690043562779188,"(35, 13)"
22,4,23.08806849020167,"(31, 18)"
22,5,24.690043562779188,"(36, 17)"
22,6,22.882177358107025,"(34, 9)"
22,7,24.690043562779188,"(10, 36)"
22,8,23.110945282656633,"(13, 43)"
22,9,24.690043562779188,"(7, 42)"
23,0,24.811620217369757,"(38, 12)"
23,1,24.811620217369757,"(14, 41)"
23,2,24.92103920650127,"(36, 10)"
23,4,23.479261641181505,"(33, 16)"
23,5,24.92103920650127,"(37, 14)"
23,6,23.293959622296324,"(33, 11)"
23,7,24.92103920650127,"(8, 39)"
23,8,23.49985075439097,"(10, 43)"
23,9,24.92103920650127,"(8, 42)"
24,0,25.030458195632782,"(39, 14)"
24,1,25.030458195632782,"(16, 40)"
24,2,25.128935285851142,"(38, 10)"
24,4,23.831335477063355,"(36, 19)"
24,5,25.128935285851142,"(36, 14)"
24,6,23.66456366006669,"(32, 12)"
24,7,25.128935285851142,"(6, 41)"
24,8,23.849865678951872,"(11, 44)"
24,9,25.128935285851142,"(7, 40)"
25,0,25.227412376069505,"(39, 16)"
25,1,25.227412376069505,"(15, 38)"
25,2,25.316041757266028,"(39, 11)"
25,4,24.148201929357022,"(33, 18)"
25,5,25.316041757266028,"(37, 12)"
25,6,23.998107294060024,"(31, 10)"
25,7,25.316041757266028,"(9, 39)"
25,8,24.164879111056685,"(9, 41)"
25,9,25.316041757266028,"(10, 42)"
26,0,25.404671138462554,"(36, 18)"
26,1,25.404671138462554,"(12, 36)"
26,2,25.484437581539424,"(36, 13)"
26,4,24.43338173642132,"(34, 19)"
26,5,25.484437581539424,"(36, 15)"
26,6,24.29829656465402,"(31, 12)"
26,7,25.484437581539424,"(8, 38)"
26,8,24.44839119995102,"(11, 40)"
26,9,25.484437581539424,"(13, 43)"
27,0,25.5642040246163,"(33, 17)"
27,1,25.5642040246163,"(11, 33)"
27,2,25.635993823385483,"(35, 15)"
27,4,24.690043562779188,"(35, 20)"
27,5,25.635993823385483,"(36, 12)"
27,6,24.56846690818862,"(34, 13)"
27,7,25.635993823385483,"(7, 37)"
27,8,24.703552079955916,"(13, 42)"
27,9,25.635993823385483,"(14, 42)"
28,0,25.70778362215467,"(31, 15)"
28,1,25.70778362215467,"(13, 34)"
28,2,25.772394441046934,"(38, 15)"
28,4,24.92103920650127,"(37, 18)"
28,5,25.772394441046934,"(37, 13)"
28,6,24.811620217369757,"(34, 12)"
28,7,25.772394441046934,"(7, 39)"
28,8,24.933196871960323,"(10, 39)"
28,9,25.772394441046934,"(14, 41)"
29,0,25.8370052599392,"(32, 18)"
29,1,25.8370052599392,"(11, 37)"
29,2,25.895154996942242,"(36, 14)"
29,4,25.128935285851142,"(35, 19)"
29,5,25.895154996942242,"(39, 13)"
29,6,25.030458195632782,"(32, 10)"
29,7,25.895154996942242,"(6, 40)"
29,8,25.13987718476429,"(13, 37)"
29,9,25.895154996942242,"(15, 41)"
30,0,25.95330473394528,"(29, 16)"
30,1,25.95330473394528,"(8, 40)"
30,2,26.00563949724802,"(39, 15)"
30,4,25.316041757266028,"(35, 16)"
30,5,26.00563949724802,"(37, 11)"
30,6,25.227412376069505,"(30, 13)"
30,7,26.00563949724802,"(5, 37)"
30,8,25.32588946628786,"(12, 35)"
30,9,26.00563949724802,"(12, 42)"
31,0,26.057974260550754,"(30, 15)"
31,1,26.057974260550754,"(8, 37)"
31,2,26.105075547523217,"(37, 16)"
31,4,25.484437581539424,"(35, 17)"
31,5,26.105075547523217,"(40, 13)"
31,6,25.404671138462554,"(29, 14)"
31,7,26.105075547523217,"(6, 37)"
31,8,25.493300519659076,"(11, 33)"
31,9,26.105075547523217,"(9, 39)"
32,0,26.15217683449568,"(31, 13)"
32,1,26.15217683449568,"(11, 36)"
32,2,26.194567992770896,"(36, 15)"
32,4,25.635993823385483,"(34, 17)"
32,5,26.194567992770896,"(38, 16)"
32,6,25.5642040246163,"(30, 14)"
32,7,26.194567992770896,"(7, 37)"
32,8,25.64397046769317,"(9, 33)"
32,9,26.194567992770896,"(10, 38)"
33,0,26.23695915104611,"(32, 15)"
33,1,26.23695915104611,"(9, 34)"
33,2,26.275111193493807,"(34, 12)"
33,4,25.772394441046934,"(33, 14)"
33,5,26.275111193493807,"(38, 14)"
33,6,25.70778362215467,"(31, 11)"
33,7,26.275111193493807,"(10, 36)"
33,8,25.779573420923853,"(12, 36)"
33,9,26.275111193493807,"(10, 35)"
34,0,26.313263235941502,"(30, 17)"
34,1,26.313263235941502,"(9, 35)"
34,2,26.347600074144427,"(37, 14)"
34,4,25.895154996942242,"(35, 15)"
34,5,26.347600074144427,"(37, 17)"
34,6,25.8370052599392,"(32, 12)"
34,7,26.347600074144427,"(11, 39)"
34,8,25.90161607883147,"(14, 37)"
34,9,26.347600074144427,"(9, 36)"
35,0,26.381936912347353,"(32, 14)"
35,1,26.381936912347353,"(8, 34)"
35,2,26.412840066729984,"(36, 12)"
35,4,26.00563949724802,"(33, 15)"
35,5,26.412840066729984,"(35, 16)"
35,6,25.95330473394528,"(34, 13)"
35,7,26.412840066729984,"(8, 36)"
35,8,26.011454470948323,"(14, 36)"
35,9,26.412840066729984,"(12, 38)"
36,0,26.44374322111262,"(30, 13)"
36,1,26.44374322111262,"(7, 37)"
36,2,26.471556060056987,"(35, 9)"
36,4,26.105075547523217,"(31, 15)"
36,5,26.471556060056987,"(35, 19)"
36,6,26.057974260550754,"(31, 10)"
36,7,26.471556060056987,"(11, 34)"
36,8,26.110309023853493,"(15, 36)"
36,9,26.471556060056987,"(13, 37)"
37,0,26.499368899001357,"(30, 14)"
37,1,26.499368899001357,"(9, 34)"
37,2,26.52440045405129,"(36, 11)"
37,4,26.194567992770896,"(34, 17)"
37,5,26.52440045405129,"(34, 18)"
37,6,26.15217683449568,"(33, 13)"
37,7,26.52440045405129,"(11, 33)"
37,8,26.199278121468144,"(14, 34)"
37,9,26.52440045405129,"(16, 37)"
38,0,26.54943200910122,"(30, 16)"
38,1,26.54943200910122,"(8, 35)"
38,2,26.57196040864616,"(39, 13)"
38,4,26.275111193493807,"(33, 20)"
38,5,26.57196040864616,"(37, 17)"
38,6,26.23695915104611,"(36, 15)"
38,7,26.57196040864616,"(11, 35)"
38,8,26.27935030932133,"(12, 36)"
38,9,26.57196040864616,"(14, 35)"
39,0,26.594488808191098,"(29, 13)"
39,1,26.594488808191098,"(9, 38)"
39,2,26.614764367781543,"(37, 15)"
39,4,26.347600074144427,"(33, 18)"
39,5,26.614764367781543,"(34, 14)"
39,6,26.313263235941502,"(38, 16)"
39,7,26.614764367781543,"(12, 35)"
39,8,26.351415278389197,"(14, 36)"
39,9,26.614764367781543,"(14, 38)"
40,0,26.635039927371988,"(29, 15)"
40,1,26.635039927371988,"(9, 39)"
40,2,26.65328793100339,"(35, 15)"
40,4,26.412840066729984,"(31, 18)"
40,5,26.65328793100339,"(36, 17)"
40,6,26.381936912347353,"(37, 18)"
40,7,26.65328793100339,"(15, 37)"
40,8,26.41627375055028,"(13, 38)"
40,9,26.65328793100339,"(11, 41)"
41,0,26.67153593463479,"(30, 14)"
41,1,26.67153593463479,"(12, 40)"
41,2,26.687959137903054,"(36, 18)"
41,4,26.471556060056987,"(30, 15)"
41,5,26.687959137903054,"(38, 17)"
41,6,26.44374322111262,"(39, 17)"
41,7,26.687959137903054,"(15, 39)"
41,8,26.47464637549525,"(16, 37)"
41,9,26.687959137903054,"(12, 42)"
42,0,26.70438234117131,"(31, 16)"
42,1,26.70438234117131,"(10, 37)"
42,2,26.719163224112748,"(37, 16)"
42,4,26.52440045405129,"(30, 16)"
42,5,26.719163224112748,"(37, 14)"
42,6,26.499368899001357,"(36, 15)"
42,7,26.719163224112748,"(13, 37)"
42,8,26.527181737945725,"(15, 40)"
42,9,26.719163224112748,"(15, 42)"
43,0,26.73394410705418,"(33, 16)"
43,1,26.73394410705418,"(8, 39)"
43,2,26.747246901701473,"(35, 13)"
43,4,26.57196040864616,"(31, 14)"
43,5,26.747246901701473,"(39, 16)"
43,6,26.54943200910122,"(39, 14)"
43,7,26.747246901701473,"(13, 39)"
43,8,26.574463564151152,"(12, 37)"
43,9,26.747246901701473,"(16, 39)"
44,0,26.760549696348765,"(34, 19)"
44,1,26.760549696348765,"(11, 38)"
44,2,26.772522211531328,"(38, 13)"
44,4,26.614764367781543,"(32, 17)"
44,5,26.772522211531328,"(38, 16)"
44,6,26.594488808191098,"(36, 11)"
44,7,26.772522211531328,"(16, 40)"
44,8,26.617017207736037,"(14, 39)"
44,9,26.772522211531328,"(14, 37)"
45,0,26.784494726713888,"(37, 17)"
45,1,26.784494726713888,"(13, 36)"
45,2,26.795269990378195,"(40, 13)"
45,4,26.65328793100339,"(35, 16)"
45,5,26.795269990378195,"(39, 18)"
45,6,26.635039927371988,"(37, 11)"
45,7,26.795269990378195,"(14, 42)"
45,8,26.655315486962433,"(11, 42)"
45,9,26.795269990378195,"(12, 35)"
46,0,26.8060452540425,"(40, 16)"
46,1,26.8060452540425,"(10, 37)"
46,2,26.815742991340375,"(38, 12)"
46,4,26.687959137903054,"(37, 14)"
46,5,26.815742991340375,"(36, 15)"
46,6,26.67153593463479,"(40, 14)"
46,7,26.815742991340375,"(15, 42)"
46,8,26.68978393826619,"(9, 43)"
46,9,26.815742991340375,"(14, 34)"
47,0,26.82544072863825,"(39, 16)"
47,1,26.82544072863825,"(8, 40)"
47,2,26.834168692206337,"(36, 9)"
47,4,26.719163224112748,"(38, 17)"
47,5,26.834168692206337,"(36, 13)"
47,6,26.70438234117131,"(38, 15)"
47,7,26.834168692206337,"(16, 39)"
47,8,26.72080554443957,"(9, 41)"
47,9,26.834168692206337,"(12, 37)"
48,0,26.842896655774425,"(36, 17)"
48,1,26.842896655774425,"(8, 42)"
48,2,26.850751822985703,"(35, 11)"
48,4,26.747246901701473,"(37, 18)"
48,5,26.850751822985703,"(34, 16)"
48,6,26.73394410705418,"(37, 13)"
48,7,26.850751822985703,"(16, 38)"
48,8,26.748724989995615,"(11, 39)"
48,9,26.850751822985703,"(14, 36)"
49,0,26.858606990196982,"(35, 20)"
49,1,26.858606990196982,"(11, 40)"
49,2,26.865676640687134,"(33, 12)"
49,4,26.772522211531328,"(34, 17)"
49,5,26.865676640687134,"(32, 14)"
49,6,26.760549696348765,"(35, 12)"
49,7,26.865676640687134,"(16, 37)"
49,8,26.773852490996056,"(12, 38)"
49,9,26.865676640687134,"(15, 35)"
50,0,26.872746291177286,"(38, 19)"
50,1,26.872746291177286,"(12, 42)"
50,2,26.879108976618422,"(32, 12)"
50,4,26.795269990378195,"(34, 14)"
50,5,26.879108976618422,"(34, 11)"
50,6,26.784494726713888,"(38, 12)"
50,7,26.879108976618422,"(13, 37)"
50,8,26.79646724189645,"(12, 39)"
50,9,26.879108976618422,"(15, 37)"
51,0,26.885471662059558,"(38, 18)"
51,1,26.885471662059558,"(13, 40)"
51,2,26.89119807895658,"(35, 14)"
51,4,26.815742991340375,"(36, 14)"
51,5,26.89119807895658,"(34, 9)"
51,6,26.8060452540425,"(37, 12)"
51,7,26.89119807895658,"(13, 34)"
51,8,26.816820517706805,"(13, 39)"
51,9,26.89119807895658,"(13, 35)"
52,0,26.896924495853604,"(35, 17)"
52,1,26.896924495853604,"(14, 41)"
52,2,26.902078271060923,"(33, 14)"
52,4,26.834168692206337,"(35, 15)"
52,5,26.902078271060923,"(33, 10)"
52,6,26.82544072863825,"(36, 12)"
52,7,26.902078271060923,"(14, 36)"
52,8,26.835138465936126,"(11, 39)"
52,9,26.902078271060923,"(15, 38)"
53,0,26.907232046268245,"(32, 18)"
53,1,26.907232046268245,"(15, 39)"
53,2,26.911870443954832,"(32, 15)"
53,4,26.850751822985703,"(37, 17)"
53,5,26.911870443954832,"(33, 13)"
53,6,26.842896655774425,"(37, 15)"
53,7,26.911870443954832,"(13, 38)"
53,8,26.851624619342513,"(9, 38)"
53,9,26.911870443954832,"(13, 41)"
54,0,26.91650884164142,"(35, 16)"
54,1,26.91650884164142,"(13, 37)"
54,2,26.92068339955935,"(31, 17)"
54,4,26.865676640687134,"(39, 16)"
54,5,26.92068339955935,"(33, 16)"
54,6,26.858606990196982,"(37, 14)"
54,7,26.92068339955935,"(15, 37)"
54,8,26.86646215740826,"(7, 36)"
54,9,26.92068339955935,"(12, 44)"
55,0,26.92485795747728,"(35, 14)"
55,1,26.92485795747728,"(11, 35)"
55,2,26.928615059603416,"(31, 16)"
55,4,26.879108976618422,"(38, 14)"
55,5,26.928615059603416,"(30, 17)"
55,6,26.872746291177286,"(34, 16)"
55,7,26.928615059603416,"(12, 37)"
55,8,26.879815941667434,"(6, 38)"
55,9,26.928615059603416,"(11, 42)"
56,0,26.932372161729553,"(38, 11)"
56,1,26.932372161729553,"(8, 38)"
56,2,26.935753553643075,"(34, 13)"
56,4,26.89119807895658,"(35, 12)"
56,5,26.935753553643075,"(30, 16)"
56,6,26.885471662059558,"(37, 18)"
56,7,26.935753553643075,"(14, 37)"
56,8,26.89183434750069,"(9, 35)"
56,9,26.935753553643075,"(9, 41)"
57,0,26.9391349455566,"(39, 13)"
57,1,26.9391349455566,"(11, 40)"
57,2,26.942178198278768,"(32, 16)"
57,4,26.902078271060923,"(35, 15)"
57,5,26.942178198278768,"(32, 18)"
57,6,26.896924495853604,"(36, 19)"
57,7,26.942178198278768,"(15, 40)"
57,8,26.902650912750623,"(9, 38)"
57,9,26.942178198278768,"(8, 43)"
58,0,26.94522145100094,"(37, 13)"
58,1,26.94522145100094,"(8, 40)"
58,2,26.94796037845089,"(31, 18)"
58,4,26.911870443954832,"(35, 18)"
58,5,26.94796037845089,"(31, 15)"
58,6,26.907232046268245,"(36, 18)"
58,7,26.94796037845089,"(14, 41)"
58,8,26.91238582147556,"(10, 38)"
58,9,26.94796037845089,"(10, 40)"
59,0,26.950699305900848,"(35, 13)"
59,1,26.950699305900848,"(8, 41)"
59,2,26.953164340605802,"(34, 20)"
59,4,26.92068339955935,"(36, 17)"
59,5,26.953164340605802,"(33, 12)"
59,6,26.91650884164142,"(38, 17)"
59,7,26.953164340605802,"(12, 40)"
59,8,26.921147239328004,"(9, 36)"
59,9,26.953164340605802,"(13, 42)"
60,0,26.955629375310764,"(38, 12)"
60,1,26.955629375310764,"(9, 44)"
60,2,26.957847906545222,"(33, 20)"
60,4,26.928615059603416,"(37, 14)"
60,5,26.957847906545222,"(32, 15)"
60,6,26.92485795747728,"(39, 14)"
60,7,26.957847906545222,"(11, 37)"
60,8,26.929032515395203,"(6, 39)"
60,9,26.957847906545222,"(12, 44)"
61,0,26.960066437779687,"(40, 13)"
61,1,26.960066437779687,"(11, 41)"
61,2,26.9620631158907,"(33, 18)"
61,4,26.935753553643075,"(35, 11)"
61,5,26.9620631158907,"(32, 13)"
61,6,26.932372161729553,"(37, 17)"
61,7,26.9620631158907,"(13, 35)"
61,8,26.936129263855683,"(7, 37)"
61,9,26.9620631158907,"(15, 41)"
62,0,26.96405979400172,"(38, 16)"
62,1,26.96405979400172,"(8, 42)"
62,2,26.96585680430163,"(36, 19)"
62,4,26.942178198278768,"(35, 14)"
62,5,26.96585680430163,"(32, 16)"
62,6,26.9391349455566,"(36, 14)"
62,7,26.96585680430163,"(11, 35)"
62,8,26.942516337470117,"(8, 34)"
62,9,26.96585680430163,"(12, 41)"
63,0,26.967653814601547,"(36, 17)"
63,1,26.967653814601547,"(6, 42)"
63,2,26.96927112387147,"(36, 16)"
63,4,26.94796037845089,"(34, 11)"
63,5,26.96927112387147,"(34, 19)"
63,6,26.94522145100094,"(33, 12)"
63,7,26.96927112387147,"(14, 38)"
63,8,26.948264703723105,"(7, 34)"
63,9,26.96927112387147,"(10, 39)"
64,0,26.970888433141393,"(35, 19)"
64,1,26.970888433141393,"(9, 39)"
64,2,26.97234401148432,"(36, 18)"
64,4,26.953164340605802,"(31, 11)"
64,5,26.97234401148432,"(34, 17)"
64,6,26.950699305900848,"(33, 9)"
64,7,26.97234401148432,"(14, 40)"
64,8,26.953438233350795,"(9, 34)"
64,9,26.97234401148432,"(8, 40)"
65,0,26.973799589827255,"(32, 19)"
65,1,26.973799589827255,"(11, 41)"
65,2,26.97510961033589,"(37, 18)"
65,4,26.957847906545222,"(30, 12)"
65,5,26.97510961033589,"(36, 15)"
65,6,26.955629375310764,"(35, 12)"
65,7,26.97510961033589,"(14, 37)"
65,8,26.958094410015715,"(11, 37)"
65,9,26.97510961033589,"(7, 40)"
66,0,26.97641963084453,"(35, 17)"
66,1,26.97641963084453,"(11, 43)"
66,2,26.9775986493023,"(34, 18)"
66,4,26.9620631158907,"(32, 11)"
66,5,26.9775986493023,"(37, 15)"
66,6,26.960066437779687,"(37, 11)"
66,7,26.9775986493023,"(15, 35)"
66,8,26.962284969014142,"(14, 39)"
66,9,26.9775986493023,"(6, 41)"
67,0,26.978777667760077,"(34, 14)"
67,1,26.978777667760077,"(13, 41)"
67,2,26.97983878437207,"(33, 18)"
67,4,26.96585680430163,"(35, 9)"
67,5,26.97983878437207,"(36, 14)"
67,6,26.96405979400172,"(38, 12)"
67,7,26.97983878437207,"(12, 33)"
67,8,26.96605647211273,"(15, 36)"
67,9,26.97983878437207,"(8, 43)"
68,0,26.98089990098407,"(33, 12)"
68,1,26.98089990098407,"(10, 42)"
68,2,26.981854905934863,"(35, 16)"
68,4,26.96927112387147,"(32, 12)"
68,5,26.981854905934863,"(35, 13)"
68,6,26.967653814601547,"(35, 15)"
68,7,26.981854905934863,"(11, 34)"
68,8,26.969450824901458,"(13, 37)"
68,9,26.981854905934863,"(10, 41)"
69,0,26.982809910885663,"(31, 13)"
69,1,26.982809910885663,"(10, 43)"
69,2,26.983669415341378,"(36, 17)"
69,4,26.97234401148432,"(33, 11)"
69,5,26.983669415341378,"(35, 14)"
69,6,26.970888433141393,"(32, 18)"
69,7,26.983669415341378,"(14, 36)"
69,8,26.97250574241131,"(10, 38)"
69,9,26.983669415341378,"(12, 42)"
70,0,26.984528919797096,"(31, 16)"
70,1,26.984528919797096,"(9, 40)"
70,2,26.98530247380724,"(33, 14)"
70,4,26.97510961033589,"(31, 10)"
70,5,26.98530247380724,"(38, 13)"
70,6,26.973799589827255,"(32, 19)"
70,7,26.98530247380724,"(13, 36)"
70,8,26.97525516817018,"(7, 37)"
70,9,26.98530247380724,"(10, 39)"
71,0,26.986076027817386,"(32, 15)"
71,1,26.986076027817386,"(7, 42)"
71,2,26.986772226426517,"(33, 15)"
71,4,26.9775986493023,"(31, 12)"
71,5,26.986772226426517,"(39, 12)"
71,6,26.97641963084453,"(31, 17)"
71,7,26.986772226426517,"(12, 39)"
71,8,26.97772965135316,"(8, 38)"
71,9,26.986772226426517,"(11, 41)"
72,0,26.987468425035647,"(32, 16)"
72,1,26.987468425035647,"(9, 42)"
72,2,26.988095003783865,"(32, 14)"
72,4,26.97983878437207,"(31, 14)"
72,5,26.988095003783865,"(37, 12)"
72,6,26.978777667760077,"(30, 18)"
72,7,26.988095003783865,"(13, 39)"
72,8,26.979956686217847,"(11, 35)"
72,9,26.988095003783865,"(12, 40)"
73,0,26.988721582532083,"(35, 15)"
73,1,26.988721582532083,"(7, 40)"
73,2,26.98928550340548,"(31, 15)"
73,4,26.981854905934863,"(29, 15)"
73,5,26.98928550340548,"(38, 14)"
73,6,26.98089990098407,"(33, 19)"
73,7,26.98928550340548,"(10, 38)"
73,8,26.981961017596063,"(10, 35)"
73,9,26.98928550340548,"(12, 37)"
74,0,26.989849424278876,"(38, 13)"
74,1,26.989849424278876,"(10, 43)"
74,2,26.990356953064932,"(33, 18)"
74,4,26.983669415341378,"(32, 17)"
74,5,26.990356953064932,"(39, 13)"
74,6,26.982809910885663,"(32, 19)"
74,7,26.990356953064932,"(11, 37)"
74,8,26.983764915836456,"(12, 33)"
74,9,26.990356953064932,"(9, 35)"
75,0,26.990864481850988,"(37, 14)"
75,1,26.990864481850988,"(11, 43)"
75,2,26.99132125775844,"(34, 15)"
